onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanized
tʰm	i	k	o	m	CNVCVC	ㅌᄆㅣㄱㅗᆷ		
tʰm	i	k	o	n	CNVCVC	ㅌᄆㅣㄱㅗᆫ		
tʰm	i	k	o	ŋ	CNVCVC	ㅌᄆㅣㄱㅗᆼ		
tʰm	i	k	o	p̚	CNVCVC	ㅌᄆㅣㄱㅗᆸ		
tʰm	i	k	o	t̚	CNVCVC	ㅌᄆㅣㄱㅗᆮ		
tʰm	i	pʰ	o	m	CNVCVC	ㅌᄆㅣㅍㅗᆷ		
tʰm	i	pʰ	o	n	CNVCVC	ㅌᄆㅣㅍㅗᆫ		
tʰm	i	pʰ	o	ŋ	CNVCVC	ㅌᄆㅣㅍㅗᆼ		
tʰm	i	pʰ	o	t̚	CNVCVC	ㅌᄆㅣㅍㅗᆮ		
tʰm	i	pʰ	o	k̚	CNVCVC	ㅌᄆㅣㅍㅗᆨ		
tʰm	i	cʰ	o	m	CNVCVC	ㅌᄆㅣㅊㅗᆷ		
tʰm	i	cʰ	o	n	CNVCVC	ㅌᄆㅣㅊㅗᆫ		
tʰm	i	cʰ	o	ŋ	CNVCVC	ㅌᄆㅣㅊㅗᆼ		
tʰm	i	cʰ	o	p̚	CNVCVC	ㅌᄆㅣㅊㅗᆸ		
tʰm	i	cʰ	o	t̚	CNVCVC	ㅌᄆㅣㅊㅗᆮ		
tʰm	i	cʰ	o	k̚	CNVCVC	ㅌᄆㅣㅊㅗᆨ		
tʰm	i	kʰ	o	m	CNVCVC	ㅌᄆㅣㅋㅗᆷ		
tʰm	i	kʰ	o	n	CNVCVC	ㅌᄆㅣㅋㅗᆫ		
tʰm	i	kʰ	o	ŋ	CNVCVC	ㅌᄆㅣㅋㅗᆼ		
tʰm	i	kʰ	o	p̚	CNVCVC	ㅌᄆㅣㅋㅗᆸ		
tʰm	i	kʰ	o	t̚	CNVCVC	ㅌᄆㅣㅋㅗᆮ		
tʰm	i	s	o	m	CNVCVC	ㅌᄆㅣᄉㅗᆷ		
tʰm	i	s	o	n	CNVCVC	ㅌᄆㅣᄉㅗᆫ		
tʰm	i	s	o	ŋ	CNVCVC	ㅌᄆㅣᄉㅗᆼ		
tʰm	i	s	o	p̚	CNVCVC	ㅌᄆㅣᄉㅗᆸ		
tʰm	i	s	o	t̚	CNVCVC	ㅌᄆㅣᄉㅗᆮ		
tʰm	i	s	o	k̚	CNVCVC	ㅌᄆㅣᄉㅗᆨ		
tʰm	i	m	o	n	CNVCVC	ㅌᄆㅣᄆㅗᆫ		
tʰm	i	m	o	ŋ	CNVCVC	ㅌᄆㅣᄆㅗᆼ		
tʰm	i	m	o	p̚	CNVCVC	ㅌᄆㅣᄆㅗᆸ		
tʰm	i	m	o	t̚	CNVCVC	ㅌᄆㅣᄆㅗᆮ		
tʰm	i	m	o	k̚	CNVCVC	ㅌᄆㅣᄆㅗᆨ		
tʰm	i	n	o	m	CNVCVC	ㅌᄆㅣᄂㅗᆷ		
tʰm	i	n	o	ŋ	CNVCVC	ㅌᄆㅣᄂㅗᆼ		
tʰm	i	n	o	p̚	CNVCVC	ㅌᄆㅣᄂㅗᆸ		
tʰm	i	n	o	t̚	CNVCVC	ㅌᄆㅣᄂㅗᆮ		
tʰm	i	n	o	k̚	CNVCVC	ㅌᄆㅣᄂㅗᆨ		
tʰm	i	p	u	m	CNVCVC	ㅌᄆㅣㅂㅜᆷ		
tʰm	i	p	u	n	CNVCVC	ㅌᄆㅣㅂㅜᆫ		
tʰm	i	p	u	ŋ	CNVCVC	ㅌᄆㅣㅂㅜᆼ		
tʰm	i	p	u	t̚	CNVCVC	ㅌᄆㅣㅂㅜᆮ		
tʰm	i	p	u	k̚	CNVCVC	ㅌᄆㅣㅂㅜᆨ		
tʰm	i	t	u	m	CNVCVC	ㅌᄆㅣㄷㅜᆷ		
tʰm	i	t	u	n	CNVCVC	ㅌᄆㅣㄷㅜᆫ		
tʰm	i	t	u	ŋ	CNVCVC	ㅌᄆㅣㄷㅜᆼ		
tʰm	i	t	u	p̚	CNVCVC	ㅌᄆㅣㄷㅜᆸ		
tʰm	i	t	u	k̚	CNVCVC	ㅌᄆㅣㄷㅜᆨ		
tʰm	i	c	u	m	CNVCVC	ㅌᄆㅣㅈㅜᆷ		
tʰm	i	c	u	n	CNVCVC	ㅌᄆㅣㅈㅜᆫ		
tʰm	i	c	u	ŋ	CNVCVC	ㅌᄆㅣㅈㅜᆼ		
tʰm	i	c	u	p̚	CNVCVC	ㅌᄆㅣㅈㅜᆸ		
tʰm	i	c	u	t̚	CNVCVC	ㅌᄆㅣㅈㅜᆮ		
tʰm	i	c	u	k̚	CNVCVC	ㅌᄆㅣㅈㅜᆨ		
tʰm	i	k	u	m	CNVCVC	ㅌᄆㅣㄱㅜᆷ		
tʰm	i	k	u	n	CNVCVC	ㅌᄆㅣㄱㅜᆫ		
tʰm	i	k	u	ŋ	CNVCVC	ㅌᄆㅣㄱㅜᆼ		
tʰm	i	k	u	p̚	CNVCVC	ㅌᄆㅣㄱㅜᆸ		
tʰm	i	k	u	t̚	CNVCVC	ㅌᄆㅣㄱㅜᆮ		
tʰm	i	pʰ	u	m	CNVCVC	ㅌᄆㅣㅍㅜᆷ		
tʰm	i	pʰ	u	n	CNVCVC	ㅌᄆㅣㅍㅜᆫ		
tʰm	i	pʰ	u	ŋ	CNVCVC	ㅌᄆㅣㅍㅜᆼ		
tʰm	i	pʰ	u	t̚	CNVCVC	ㅌᄆㅣㅍㅜᆮ		
tʰm	i	pʰ	u	k̚	CNVCVC	ㅌᄆㅣㅍㅜᆨ		
tʰm	i	cʰ	u	m	CNVCVC	ㅌᄆㅣㅊㅜᆷ		
tʰm	i	cʰ	u	n	CNVCVC	ㅌᄆㅣㅊㅜᆫ		
tʰm	i	cʰ	u	ŋ	CNVCVC	ㅌᄆㅣㅊㅜᆼ		
tʰm	i	cʰ	u	p̚	CNVCVC	ㅌᄆㅣㅊㅜᆸ		
tʰm	i	cʰ	u	t̚	CNVCVC	ㅌᄆㅣㅊㅜᆮ		
tʰm	i	cʰ	u	k̚	CNVCVC	ㅌᄆㅣㅊㅜᆨ		
tʰm	i	kʰ	u	m	CNVCVC	ㅌᄆㅣㅋㅜᆷ		
tʰm	i	kʰ	u	n	CNVCVC	ㅌᄆㅣㅋㅜᆫ		
tʰm	i	kʰ	u	ŋ	CNVCVC	ㅌᄆㅣㅋㅜᆼ		
tʰm	i	kʰ	u	p̚	CNVCVC	ㅌᄆㅣㅋㅜᆸ		
tʰm	i	kʰ	u	t̚	CNVCVC	ㅌᄆㅣㅋㅜᆮ		
tʰm	i	s	u	m	CNVCVC	ㅌᄆㅣᄉㅜᆷ		
tʰm	i	s	u	n	CNVCVC	ㅌᄆㅣᄉㅜᆫ		
tʰm	i	s	u	ŋ	CNVCVC	ㅌᄆㅣᄉㅜᆼ		
tʰm	i	s	u	p̚	CNVCVC	ㅌᄆㅣᄉㅜᆸ		
tʰm	i	s	u	t̚	CNVCVC	ㅌᄆㅣᄉㅜᆮ		
tʰm	i	s	u	k̚	CNVCVC	ㅌᄆㅣᄉㅜᆨ		
tʰm	i	m	u	n	CNVCVC	ㅌᄆㅣᄆㅜᆫ		
tʰm	i	m	u	ŋ	CNVCVC	ㅌᄆㅣᄆㅜᆼ		
tʰm	i	m	u	p̚	CNVCVC	ㅌᄆㅣᄆㅜᆸ		
tʰm	i	m	u	t̚	CNVCVC	ㅌᄆㅣᄆㅜᆮ		
tʰm	i	m	u	k̚	CNVCVC	ㅌᄆㅣᄆㅜᆨ		
tʰm	i	n	u	m	CNVCVC	ㅌᄆㅣᄂㅜᆷ		
tʰm	i	n	u	ŋ	CNVCVC	ㅌᄆㅣᄂㅜᆼ		
tʰm	i	n	u	p̚	CNVCVC	ㅌᄆㅣᄂㅜᆸ		
tʰm	i	n	u	t̚	CNVCVC	ㅌᄆㅣᄂㅜᆮ		
tʰm	i	n	u	k̚	CNVCVC	ㅌᄆㅣᄂㅜᆨ		
tʰm	a	p	i	m	CNVCVC	ㅌᄆㅏㅂㅣᆷ		
tʰm	a	p	i	n	CNVCVC	ㅌᄆㅏㅂㅣᆫ		
tʰm	a	p	i	ŋ	CNVCVC	ㅌᄆㅏㅂㅣᆼ		
tʰm	a	p	i	t̚	CNVCVC	ㅌᄆㅏㅂㅣᆮ		
tʰm	a	p	i	k̚	CNVCVC	ㅌᄆㅏㅂㅣᆨ		
tʰm	a	t	i	m	CNVCVC	ㅌᄆㅏㄷㅣᆷ		
tʰm	a	t	i	n	CNVCVC	ㅌᄆㅏㄷㅣᆫ		
tʰm	a	t	i	ŋ	CNVCVC	ㅌᄆㅏㄷㅣᆼ		
tʰm	a	t	i	p̚	CNVCVC	ㅌᄆㅏㄷㅣᆸ		
tʰm	a	t	i	k̚	CNVCVC	ㅌᄆㅏㄷㅣᆨ		
tʰm	a	c	i	m	CNVCVC	ㅌᄆㅏㅈㅣᆷ		
tʰm	a	c	i	n	CNVCVC	ㅌᄆㅏㅈㅣᆫ		
tʰm	a	c	i	ŋ	CNVCVC	ㅌᄆㅏㅈㅣᆼ		
tʰm	a	c	i	p̚	CNVCVC	ㅌᄆㅏㅈㅣᆸ		
tʰm	a	c	i	t̚	CNVCVC	ㅌᄆㅏㅈㅣᆮ		
tʰm	a	c	i	k̚	CNVCVC	ㅌᄆㅏㅈㅣᆨ		
tʰm	a	k	i	m	CNVCVC	ㅌᄆㅏㄱㅣᆷ		
tʰm	a	k	i	n	CNVCVC	ㅌᄆㅏㄱㅣᆫ		
tʰm	a	k	i	ŋ	CNVCVC	ㅌᄆㅏㄱㅣᆼ		
tʰm	a	k	i	p̚	CNVCVC	ㅌᄆㅏㄱㅣᆸ		
tʰm	a	k	i	t̚	CNVCVC	ㅌᄆㅏㄱㅣᆮ		
tʰm	a	pʰ	i	m	CNVCVC	ㅌᄆㅏㅍㅣᆷ		
tʰm	a	pʰ	i	n	CNVCVC	ㅌᄆㅏㅍㅣᆫ		
tʰm	a	pʰ	i	ŋ	CNVCVC	ㅌᄆㅏㅍㅣᆼ		
tʰm	a	pʰ	i	t̚	CNVCVC	ㅌᄆㅏㅍㅣᆮ		
tʰm	a	pʰ	i	k̚	CNVCVC	ㅌᄆㅏㅍㅣᆨ		
tʰm	a	cʰ	i	m	CNVCVC	ㅌᄆㅏㅊㅣᆷ		
tʰm	a	cʰ	i	n	CNVCVC	ㅌᄆㅏㅊㅣᆫ		
tʰm	a	cʰ	i	ŋ	CNVCVC	ㅌᄆㅏㅊㅣᆼ		
tʰm	a	cʰ	i	p̚	CNVCVC	ㅌᄆㅏㅊㅣᆸ		
tʰm	a	cʰ	i	t̚	CNVCVC	ㅌᄆㅏㅊㅣᆮ		
tʰm	a	cʰ	i	k̚	CNVCVC	ㅌᄆㅏㅊㅣᆨ		
tʰm	a	kʰ	i	m	CNVCVC	ㅌᄆㅏㅋㅣᆷ		
tʰm	a	kʰ	i	n	CNVCVC	ㅌᄆㅏㅋㅣᆫ		
tʰm	a	kʰ	i	ŋ	CNVCVC	ㅌᄆㅏㅋㅣᆼ		
tʰm	a	kʰ	i	p̚	CNVCVC	ㅌᄆㅏㅋㅣᆸ		
tʰm	a	kʰ	i	t̚	CNVCVC	ㅌᄆㅏㅋㅣᆮ		
tʰm	a	s	i	m	CNVCVC	ㅌᄆㅏᄉㅣᆷ		
tʰm	a	s	i	n	CNVCVC	ㅌᄆㅏᄉㅣᆫ		
tʰm	a	s	i	ŋ	CNVCVC	ㅌᄆㅏᄉㅣᆼ		
tʰm	a	s	i	p̚	CNVCVC	ㅌᄆㅏᄉㅣᆸ		
tʰm	a	s	i	t̚	CNVCVC	ㅌᄆㅏᄉㅣᆮ		
tʰm	a	s	i	k̚	CNVCVC	ㅌᄆㅏᄉㅣᆨ		
tʰm	a	m	i	n	CNVCVC	ㅌᄆㅏᄆㅣᆫ		
tʰm	a	m	i	ŋ	CNVCVC	ㅌᄆㅏᄆㅣᆼ		
tʰm	a	m	i	p̚	CNVCVC	ㅌᄆㅏᄆㅣᆸ		
tʰm	a	m	i	t̚	CNVCVC	ㅌᄆㅏᄆㅣᆮ		
tʰm	a	m	i	k̚	CNVCVC	ㅌᄆㅏᄆㅣᆨ		
tʰm	a	n	i	m	CNVCVC	ㅌᄆㅏᄂㅣᆷ		
tʰm	a	n	i	ŋ	CNVCVC	ㅌᄆㅏᄂㅣᆼ		
tʰm	a	n	i	p̚	CNVCVC	ㅌᄆㅏᄂㅣᆸ		
tʰm	a	n	i	t̚	CNVCVC	ㅌᄆㅏᄂㅣᆮ		
tʰm	a	n	i	k̚	CNVCVC	ㅌᄆㅏᄂㅣᆨ		
tʰm	a	p	o	m	CNVCVC	ㅌᄆㅏㅂㅗᆷ		
tʰm	a	p	o	n	CNVCVC	ㅌᄆㅏㅂㅗᆫ		
tʰm	a	p	o	ŋ	CNVCVC	ㅌᄆㅏㅂㅗᆼ		
tʰm	a	p	o	t̚	CNVCVC	ㅌᄆㅏㅂㅗᆮ		
tʰm	a	p	o	k̚	CNVCVC	ㅌᄆㅏㅂㅗᆨ		
tʰm	a	t	o	m	CNVCVC	ㅌᄆㅏㄷㅗᆷ		
tʰm	a	t	o	n	CNVCVC	ㅌᄆㅏㄷㅗᆫ		
tʰm	a	t	o	ŋ	CNVCVC	ㅌᄆㅏㄷㅗᆼ		
tʰm	a	t	o	p̚	CNVCVC	ㅌᄆㅏㄷㅗᆸ		
tʰm	a	t	o	k̚	CNVCVC	ㅌᄆㅏㄷㅗᆨ		
tʰm	a	c	o	m	CNVCVC	ㅌᄆㅏㅈㅗᆷ		
tʰm	a	c	o	n	CNVCVC	ㅌᄆㅏㅈㅗᆫ		
tʰm	a	c	o	ŋ	CNVCVC	ㅌᄆㅏㅈㅗᆼ		
tʰm	a	c	o	p̚	CNVCVC	ㅌᄆㅏㅈㅗᆸ		
tʰm	a	c	o	t̚	CNVCVC	ㅌᄆㅏㅈㅗᆮ		
tʰm	a	c	o	k̚	CNVCVC	ㅌᄆㅏㅈㅗᆨ		
tʰm	a	k	o	m	CNVCVC	ㅌᄆㅏㄱㅗᆷ		
tʰm	a	k	o	n	CNVCVC	ㅌᄆㅏㄱㅗᆫ		
tʰm	a	k	o	ŋ	CNVCVC	ㅌᄆㅏㄱㅗᆼ		
tʰm	a	k	o	p̚	CNVCVC	ㅌᄆㅏㄱㅗᆸ		
tʰm	a	k	o	t̚	CNVCVC	ㅌᄆㅏㄱㅗᆮ		
tʰm	a	pʰ	o	m	CNVCVC	ㅌᄆㅏㅍㅗᆷ		
tʰm	a	pʰ	o	n	CNVCVC	ㅌᄆㅏㅍㅗᆫ		
tʰm	a	pʰ	o	ŋ	CNVCVC	ㅌᄆㅏㅍㅗᆼ		
tʰm	a	pʰ	o	t̚	CNVCVC	ㅌᄆㅏㅍㅗᆮ		
tʰm	a	pʰ	o	k̚	CNVCVC	ㅌᄆㅏㅍㅗᆨ		
tʰm	a	cʰ	o	m	CNVCVC	ㅌᄆㅏㅊㅗᆷ		
tʰm	a	cʰ	o	n	CNVCVC	ㅌᄆㅏㅊㅗᆫ		
tʰm	a	cʰ	o	ŋ	CNVCVC	ㅌᄆㅏㅊㅗᆼ		
tʰm	a	cʰ	o	p̚	CNVCVC	ㅌᄆㅏㅊㅗᆸ		
tʰm	a	cʰ	o	t̚	CNVCVC	ㅌᄆㅏㅊㅗᆮ		
tʰm	a	cʰ	o	k̚	CNVCVC	ㅌᄆㅏㅊㅗᆨ		
tʰm	a	kʰ	o	m	CNVCVC	ㅌᄆㅏㅋㅗᆷ		
tʰm	a	kʰ	o	n	CNVCVC	ㅌᄆㅏㅋㅗᆫ		
tʰm	a	kʰ	o	ŋ	CNVCVC	ㅌᄆㅏㅋㅗᆼ		
tʰm	a	kʰ	o	p̚	CNVCVC	ㅌᄆㅏㅋㅗᆸ		
tʰm	a	kʰ	o	t̚	CNVCVC	ㅌᄆㅏㅋㅗᆮ		
tʰm	a	s	o	m	CNVCVC	ㅌᄆㅏᄉㅗᆷ		
tʰm	a	s	o	n	CNVCVC	ㅌᄆㅏᄉㅗᆫ		
tʰm	a	s	o	ŋ	CNVCVC	ㅌᄆㅏᄉㅗᆼ		
tʰm	a	s	o	p̚	CNVCVC	ㅌᄆㅏᄉㅗᆸ		
tʰm	a	s	o	t̚	CNVCVC	ㅌᄆㅏᄉㅗᆮ		
tʰm	a	s	o	k̚	CNVCVC	ㅌᄆㅏᄉㅗᆨ		
tʰm	a	m	o	n	CNVCVC	ㅌᄆㅏᄆㅗᆫ		
tʰm	a	m	o	ŋ	CNVCVC	ㅌᄆㅏᄆㅗᆼ		
tʰm	a	m	o	p̚	CNVCVC	ㅌᄆㅏᄆㅗᆸ		
tʰm	a	m	o	t̚	CNVCVC	ㅌᄆㅏᄆㅗᆮ		
tʰm	a	m	o	k̚	CNVCVC	ㅌᄆㅏᄆㅗᆨ		
tʰm	a	n	o	m	CNVCVC	ㅌᄆㅏᄂㅗᆷ		
tʰm	a	n	o	ŋ	CNVCVC	ㅌᄆㅏᄂㅗᆼ		
tʰm	a	n	o	p̚	CNVCVC	ㅌᄆㅏᄂㅗᆸ		
tʰm	a	n	o	t̚	CNVCVC	ㅌᄆㅏᄂㅗᆮ		
tʰm	a	n	o	k̚	CNVCVC	ㅌᄆㅏᄂㅗᆨ		
tʰm	a	p	u	m	CNVCVC	ㅌᄆㅏㅂㅜᆷ		
tʰm	a	p	u	n	CNVCVC	ㅌᄆㅏㅂㅜᆫ		
tʰm	a	p	u	ŋ	CNVCVC	ㅌᄆㅏㅂㅜᆼ		
tʰm	a	p	u	t̚	CNVCVC	ㅌᄆㅏㅂㅜᆮ		
tʰm	a	p	u	k̚	CNVCVC	ㅌᄆㅏㅂㅜᆨ		
tʰm	a	t	u	m	CNVCVC	ㅌᄆㅏㄷㅜᆷ		
tʰm	a	t	u	n	CNVCVC	ㅌᄆㅏㄷㅜᆫ		
tʰm	a	t	u	ŋ	CNVCVC	ㅌᄆㅏㄷㅜᆼ		
tʰm	a	t	u	p̚	CNVCVC	ㅌᄆㅏㄷㅜᆸ		
tʰm	a	t	u	k̚	CNVCVC	ㅌᄆㅏㄷㅜᆨ		
tʰm	a	c	u	m	CNVCVC	ㅌᄆㅏㅈㅜᆷ		
tʰm	a	c	u	n	CNVCVC	ㅌᄆㅏㅈㅜᆫ		
tʰm	a	c	u	ŋ	CNVCVC	ㅌᄆㅏㅈㅜᆼ		
tʰm	a	c	u	p̚	CNVCVC	ㅌᄆㅏㅈㅜᆸ		
tʰm	a	c	u	t̚	CNVCVC	ㅌᄆㅏㅈㅜᆮ		
tʰm	a	c	u	k̚	CNVCVC	ㅌᄆㅏㅈㅜᆨ		
tʰm	a	k	u	m	CNVCVC	ㅌᄆㅏㄱㅜᆷ		
tʰm	a	k	u	n	CNVCVC	ㅌᄆㅏㄱㅜᆫ		
tʰm	a	k	u	ŋ	CNVCVC	ㅌᄆㅏㄱㅜᆼ		
tʰm	a	k	u	p̚	CNVCVC	ㅌᄆㅏㄱㅜᆸ		
tʰm	a	k	u	t̚	CNVCVC	ㅌᄆㅏㄱㅜᆮ		
tʰm	a	pʰ	u	m	CNVCVC	ㅌᄆㅏㅍㅜᆷ		
tʰm	a	pʰ	u	n	CNVCVC	ㅌᄆㅏㅍㅜᆫ		
tʰm	a	pʰ	u	ŋ	CNVCVC	ㅌᄆㅏㅍㅜᆼ		
tʰm	a	pʰ	u	t̚	CNVCVC	ㅌᄆㅏㅍㅜᆮ		
tʰm	a	pʰ	u	k̚	CNVCVC	ㅌᄆㅏㅍㅜᆨ		
tʰm	a	cʰ	u	m	CNVCVC	ㅌᄆㅏㅊㅜᆷ		
tʰm	a	cʰ	u	n	CNVCVC	ㅌᄆㅏㅊㅜᆫ		
tʰm	a	cʰ	u	ŋ	CNVCVC	ㅌᄆㅏㅊㅜᆼ		
tʰm	a	cʰ	u	p̚	CNVCVC	ㅌᄆㅏㅊㅜᆸ		
tʰm	a	cʰ	u	t̚	CNVCVC	ㅌᄆㅏㅊㅜᆮ		
tʰm	a	cʰ	u	k̚	CNVCVC	ㅌᄆㅏㅊㅜᆨ		
tʰm	a	kʰ	u	m	CNVCVC	ㅌᄆㅏㅋㅜᆷ		
tʰm	a	kʰ	u	n	CNVCVC	ㅌᄆㅏㅋㅜᆫ		
tʰm	a	kʰ	u	ŋ	CNVCVC	ㅌᄆㅏㅋㅜᆼ		
tʰm	a	kʰ	u	p̚	CNVCVC	ㅌᄆㅏㅋㅜᆸ		
tʰm	a	kʰ	u	t̚	CNVCVC	ㅌᄆㅏㅋㅜᆮ		
tʰm	a	s	u	m	CNVCVC	ㅌᄆㅏᄉㅜᆷ		
tʰm	a	s	u	n	CNVCVC	ㅌᄆㅏᄉㅜᆫ		
tʰm	a	s	u	ŋ	CNVCVC	ㅌᄆㅏᄉㅜᆼ		
tʰm	a	s	u	p̚	CNVCVC	ㅌᄆㅏᄉㅜᆸ		
tʰm	a	s	u	t̚	CNVCVC	ㅌᄆㅏᄉㅜᆮ		
tʰm	a	s	u	k̚	CNVCVC	ㅌᄆㅏᄉㅜᆨ		
tʰm	a	m	u	n	CNVCVC	ㅌᄆㅏᄆㅜᆫ		
tʰm	a	m	u	ŋ	CNVCVC	ㅌᄆㅏᄆㅜᆼ		
tʰm	a	m	u	p̚	CNVCVC	ㅌᄆㅏᄆㅜᆸ		
tʰm	a	m	u	t̚	CNVCVC	ㅌᄆㅏᄆㅜᆮ		
tʰm	a	m	u	k̚	CNVCVC	ㅌᄆㅏᄆㅜᆨ		
tʰm	a	n	u	m	CNVCVC	ㅌᄆㅏᄂㅜᆷ		
tʰm	a	n	u	ŋ	CNVCVC	ㅌᄆㅏᄂㅜᆼ		
tʰm	a	n	u	p̚	CNVCVC	ㅌᄆㅏᄂㅜᆸ		
tʰm	a	n	u	t̚	CNVCVC	ㅌᄆㅏᄂㅜᆮ		
tʰm	a	n	u	k̚	CNVCVC	ㅌᄆㅏᄂㅜᆨ		
tʰm	o	p	i	m	CNVCVC	ㅌᄆㅗㅂㅣᆷ		
tʰm	o	p	i	n	CNVCVC	ㅌᄆㅗㅂㅣᆫ		
tʰm	o	p	i	ŋ	CNVCVC	ㅌᄆㅗㅂㅣᆼ		
tʰm	o	p	i	t̚	CNVCVC	ㅌᄆㅗㅂㅣᆮ		
tʰm	o	p	i	k̚	CNVCVC	ㅌᄆㅗㅂㅣᆨ		
tʰm	o	t	i	m	CNVCVC	ㅌᄆㅗㄷㅣᆷ		
tʰm	o	t	i	n	CNVCVC	ㅌᄆㅗㄷㅣᆫ		
tʰm	o	t	i	ŋ	CNVCVC	ㅌᄆㅗㄷㅣᆼ		
tʰm	o	t	i	p̚	CNVCVC	ㅌᄆㅗㄷㅣᆸ		
tʰm	o	t	i	k̚	CNVCVC	ㅌᄆㅗㄷㅣᆨ		
tʰm	o	c	i	m	CNVCVC	ㅌᄆㅗㅈㅣᆷ		
tʰm	o	c	i	n	CNVCVC	ㅌᄆㅗㅈㅣᆫ		
tʰm	o	c	i	ŋ	CNVCVC	ㅌᄆㅗㅈㅣᆼ		
tʰm	o	c	i	p̚	CNVCVC	ㅌᄆㅗㅈㅣᆸ		
tʰm	o	c	i	t̚	CNVCVC	ㅌᄆㅗㅈㅣᆮ		
tʰm	o	c	i	k̚	CNVCVC	ㅌᄆㅗㅈㅣᆨ		
tʰm	o	k	i	m	CNVCVC	ㅌᄆㅗㄱㅣᆷ		
tʰm	o	k	i	n	CNVCVC	ㅌᄆㅗㄱㅣᆫ		
tʰm	o	k	i	ŋ	CNVCVC	ㅌᄆㅗㄱㅣᆼ		
tʰm	o	k	i	p̚	CNVCVC	ㅌᄆㅗㄱㅣᆸ		
tʰm	o	k	i	t̚	CNVCVC	ㅌᄆㅗㄱㅣᆮ		
tʰm	o	pʰ	i	m	CNVCVC	ㅌᄆㅗㅍㅣᆷ		
tʰm	o	pʰ	i	n	CNVCVC	ㅌᄆㅗㅍㅣᆫ		
tʰm	o	pʰ	i	ŋ	CNVCVC	ㅌᄆㅗㅍㅣᆼ		
tʰm	o	pʰ	i	t̚	CNVCVC	ㅌᄆㅗㅍㅣᆮ		
tʰm	o	pʰ	i	k̚	CNVCVC	ㅌᄆㅗㅍㅣᆨ		
tʰm	o	cʰ	i	m	CNVCVC	ㅌᄆㅗㅊㅣᆷ		
tʰm	o	cʰ	i	n	CNVCVC	ㅌᄆㅗㅊㅣᆫ		
tʰm	o	cʰ	i	ŋ	CNVCVC	ㅌᄆㅗㅊㅣᆼ		
tʰm	o	cʰ	i	p̚	CNVCVC	ㅌᄆㅗㅊㅣᆸ		
tʰm	o	cʰ	i	t̚	CNVCVC	ㅌᄆㅗㅊㅣᆮ		
tʰm	o	cʰ	i	k̚	CNVCVC	ㅌᄆㅗㅊㅣᆨ		
tʰm	o	kʰ	i	m	CNVCVC	ㅌᄆㅗㅋㅣᆷ		
tʰm	o	kʰ	i	n	CNVCVC	ㅌᄆㅗㅋㅣᆫ		
tʰm	o	kʰ	i	ŋ	CNVCVC	ㅌᄆㅗㅋㅣᆼ		
tʰm	o	kʰ	i	p̚	CNVCVC	ㅌᄆㅗㅋㅣᆸ		
tʰm	o	kʰ	i	t̚	CNVCVC	ㅌᄆㅗㅋㅣᆮ		
tʰm	o	s	i	m	CNVCVC	ㅌᄆㅗᄉㅣᆷ		
tʰm	o	s	i	n	CNVCVC	ㅌᄆㅗᄉㅣᆫ		
tʰm	o	s	i	ŋ	CNVCVC	ㅌᄆㅗᄉㅣᆼ		
tʰm	o	s	i	p̚	CNVCVC	ㅌᄆㅗᄉㅣᆸ		
tʰm	o	s	i	t̚	CNVCVC	ㅌᄆㅗᄉㅣᆮ		
tʰm	o	s	i	k̚	CNVCVC	ㅌᄆㅗᄉㅣᆨ		
tʰm	o	m	i	n	CNVCVC	ㅌᄆㅗᄆㅣᆫ		
tʰm	o	m	i	ŋ	CNVCVC	ㅌᄆㅗᄆㅣᆼ		
tʰm	o	m	i	p̚	CNVCVC	ㅌᄆㅗᄆㅣᆸ		
tʰm	o	m	i	t̚	CNVCVC	ㅌᄆㅗᄆㅣᆮ		
tʰm	o	m	i	k̚	CNVCVC	ㅌᄆㅗᄆㅣᆨ		
tʰm	o	n	i	m	CNVCVC	ㅌᄆㅗᄂㅣᆷ		
tʰm	o	n	i	ŋ	CNVCVC	ㅌᄆㅗᄂㅣᆼ		
tʰm	o	n	i	p̚	CNVCVC	ㅌᄆㅗᄂㅣᆸ		
tʰm	o	n	i	t̚	CNVCVC	ㅌᄆㅗᄂㅣᆮ		
tʰm	o	n	i	k̚	CNVCVC	ㅌᄆㅗᄂㅣᆨ		
tʰm	o	p	a	m	CNVCVC	ㅌᄆㅗㅂㅏᆷ		
tʰm	o	p	a	n	CNVCVC	ㅌᄆㅗㅂㅏᆫ		
tʰm	o	p	a	ŋ	CNVCVC	ㅌᄆㅗㅂㅏᆼ		
tʰm	o	p	a	t̚	CNVCVC	ㅌᄆㅗㅂㅏᆮ		
tʰm	o	p	a	k̚	CNVCVC	ㅌᄆㅗㅂㅏᆨ		
tʰm	o	t	a	m	CNVCVC	ㅌᄆㅗㄷㅏᆷ		
tʰm	o	t	a	n	CNVCVC	ㅌᄆㅗㄷㅏᆫ		
tʰm	o	t	a	ŋ	CNVCVC	ㅌᄆㅗㄷㅏᆼ		
tʰm	o	t	a	p̚	CNVCVC	ㅌᄆㅗㄷㅏᆸ		
tʰm	o	t	a	k̚	CNVCVC	ㅌᄆㅗㄷㅏᆨ		
tʰm	o	c	a	m	CNVCVC	ㅌᄆㅗㅈㅏᆷ		
tʰm	o	c	a	n	CNVCVC	ㅌᄆㅗㅈㅏᆫ		
